Zone_ID,Code_Zone,Latitude,Longitude,Type_Sol,Bassin_Versant,Type_Occupation_Sol,Altitude_m,Pluie_Annuelle_mm,Temperature_Moyenne_C,Pente_Terrain_pct,Distance_Cours_Eau_m,Surface_Bassin_km2,Impermeabilisation_pct,Humidite_Sol_pct,Distance_Drainage_m,Nb_Inondations_Historiques,Type_Climat,Alerte_Meteo,Niveau_Nappe_m,Observation_Terrain,Risque_Inondation
ZONE-1699,CZ753408,34.86135,-6.27064,Argileux,Sud,Foret,3.5,6934,61.7,5.99,410.5,139.6,73.7,39.6,135,2,Mediterraneen,Non,,,Risque
ZONE-1700,CZ853646,35.75638,-5.24189,Argileux,Ouest,Industriel,11.4,6282,67.3,4.75,397.6,160.1,87.5,46.2,178,5,Mediterraneen,Oui,384.7,Sol sature,Risque
ZONE-1701,CZ345377,34.81255,-6.41037,Alluvial,Est,Foret,7.5,7301,34.4,1.86,50.7,136.8,78.9,47.2,183,0,Mediterraneen,Oui,48.7,RAS,Pas_de_risque
ZONE-1702,CZ561614,35.88258,-5.24866,Alluvial,Nord,Mixte,5.3,6068,22.9,1.08,51.6,148.6,70.7,56.2,157,2,Mediterraneen,Non,47.8,RAS,Pas_de_risque
ZONE-1703,CZ582312,34.21273,-6.07809,Rocheux,Nord,Industriel,5.9,7005,51.6,1.38,399.7,130.0,73.1,,221,1,Mediterraneen,Oui,378.3,Sol sature,Pas_de_risque
ZONE-1704,CZ648290,35.42007,-5.02596,Sableux,Sud,Industriel,5.4,8318,54.5,1.92,223.7,133.1,80.1,49.8,138,1,Mediterraneen,Oui,224.4,,Pas_de_risque
ZONE-1705,CZ459536,34.01819,-5.63238,Rocheux,Sud,Foret,3.1,6070,56.4,0.56,375.9,131.8,72.1,61.1,128,3,Mediterraneen,Oui,363.8,Ruissellement important,Pas_de_risque
ZONE-1706,CZ650008,34.17959,-5.71208,Sableux,Sud,Urbain,8.8,6154,57.9,1.11,235.7,114.1,67.3,54.0,149,1,Mediterraneen,Oui,232.7,RAS,Pas_de_risque
ZONE-1707,CZ266835,35.64691,-5.00852,Alluvial,Nord,Foret,11.3,6019,44.6,1.64,49.9,129.6,75.9,41.0,223,3,Humide,Oui,49.7,,Pas_de_risque
ZONE-1708,CZ431885,35.71945,-5.51526,Argileux,Sud,Industriel,6.6,8018,69.7,4.35,408.9,147.5,80.4,58.3,200,2,Mediterraneen,Non,,,Risque
ZONE-1709,CZ251117,35.17037,-4.99762,Rocheux,Sud,Industriel,10.0,7777,49.4,1.73,389.4,156.5,82.8,52.3,125,1,Mediterraneen,Non,369.2,,Risque
ZONE-1710,CZ779631,35.53616,-5.72148,Rocheux,Sud,Mixte,5.5,7401,49.8,1.65,394.2,77.0,55.7,47.9,153,1,Humide,Non,,Ruissellement important,Pas_de_risque
ZONE-1711,CZ245213,34.2751,-4.72118,Alluvial,Sud,Industriel,7.4,5595,27.5,1.14,47.7,76.9,39.2,43.6,202,3,Humide,Oui,,,Pas_de_risque
ZONE-1712,CZ799493,34.4554,-4.70818,Argileux,Nord,,9.8,5961,,6.47,379.9,120.8,57.3,56.2,89,2,Humide,Non,370.7,Ruissellement important,Pas_de_risque
ZONE-1713,CZ239972,35.46348,-4.87638,Rocheux,Sud,Urbain,4.9,8754,56.2,2.09,407.4,134.5,81.5,48.3,125,1,Mediterraneen,Non,384.4,Zone humide,Risque
ZONE-1714,CZ343083,35.02715,-6.14511,Rocheux,Est,Industriel,11.1,2912,58.6,1.18,372.4,156.8,84.3,56.9,187,2,Humide,Non,366.3,Ruissellement important,Pas_de_risque
ZONE-1715,CZ894360,35.10067,-4.92774,Argileux,Ouest,Agricole,5.5,4200,88.2,7.19,413.5,124.5,72.4,69.6,163,2,Humide,Non,412.3,Sol sature,Pas_de_risque
ZONE-1716,CZ110300,35.38004,-5.97208,Sableux,Est,Mixte,4.9,6672,49.2,3.82,227.6,129.2,68.2,45.7,114,1,Mediterraneen,Non,221.3,,Pas_de_risque
ZONE-1717,CZ486080,34.61152,-5.68316,Argileux,Nord,Urbain,2.6,8682,81.7,3.27,402.5,118.3,67.2,55.6,115,1,Mediterraneen,Oui,,RAS,Risque
ZONE-1718,CZ233154,34.17964,-5.69199,Sableux,Nord,Foret,4.6,7420,61.5,2.54,248.6,160.7,78.8,61.1,175,1,Mediterraneen,Non,239.3,RAS,Pas_de_risque
ZONE-1719,CZ920240,34.57476,-5.77323,Alluvial,Ouest,Urbain,1.6,4138,46.5,1.14,46.1,124.5,65.1,65.3,107,2,Humide,Non,44.3,Drainage faible,Pas_de_risque
ZONE-1720,CZ234288,35.09835,-5.01139,Argileux,Nord,Agricole,12.1,3707,64.3,6.15,389.3,128.9,76.2,52.9,229,2,Humide,Non,375.2,Drainage faible,Risque
ZONE-1721,CZ516962,34.12626,-5.24449,Sableux,Ouest,Mixte,9.8,4329,58.8,4.65,237.0,166.7,86.1,56.1,216,2,Mediterraneen,Non,235.7,,Pas_de_risque
ZONE-1722,CZ643938,35.034,-6.30106,Alluvial,Nord,Agricole,7.3,9500,40.2,1.51,51.3,180.0,89.7,65.6,165,2,Mediterraneen,Non,48.0,Sol sature,Risque
ZONE-1723,CZ483987,34.69178,-5.26394,Sableux,Sud,Mixte,5.4,7870,56.0,2.71,210.4,180.2,94.3,46.7,162,1,Mediterraneen,Oui,206.3,Ruissellement important,Risque
ZONE-1724,CZ663153,34.16951,-5.57052,Rocheux,Nord,Mixte,9.4,6250,51.9,2.25,395.3,142.0,83.8,57.0,153,2,Mediterraneen,Non,397.2,RAS,Pas_de_risque
ZONE-1725,CZ649833,35.3227,-5.5625,Rocheux,Sud,Urbain,9.8,3954,43.1,1.06,379.8,95.9,60.0,48.8,256,0,Humide,Non,377.5,RAS,Pas_de_risque
ZONE-1726,CZ635324,35.58812,-6.44477,Rocheux,Ouest,Agricole,5.0,3731,41.0,1.29,425.1,134.5,78.0,59.1,147,2,Humide,Non,418.6,Ruissellement important,Pas_de_risque
ZONE-1727,CZ701467,35.80156,-4.68694,Argileux,Sud,Mixte,13.7,7363,82.0,4.85,381.3,166.1,95.7,60.7,265,2,Mediterraneen,Non,378.4,Sol sature,Risque
ZONE-1728,CZ848470,34.80903,-4.63238,Sableux,Ouest,Agricole,11.7,6415,62.9,3.75,243.4,152.4,81.7,63.4,214,0,Mediterraneen,Oui,244.8,,Risque
ZONE-1729,CZ852746,34.53099,-4.58589,Alluvial,Ouest,Industriel,9.3,6823,40.7,0.58,43.9,162.4,89.2,59.3,163,1,Mediterraneen,Non,41.6,,Pas_de_risque
ZONE-1730,CZ206276,34.27046,-5.8704,Alluvial,Ouest,Foret,4.8,6756,41.0,1.4,50.9,155.1,92.8,56.2,118,1,Mediterraneen,Non,49.1,Drainage faible,Pas_de_risque
ZONE-1731,CZ503821,34.6626,-5.33191,Alluvial,Sud,Foret,2.6,7006,29.8,0.7,47.8,128.5,69.5,61.7,109,0,Mediterraneen,Non,,RAS,Pas_de_risque
ZONE-1732,CZ720630,35.46537,-6.2788,Rocheux,Sud,Foret,9.8,5276,49.3,0.85,420.9,101.6,57.2,67.4,180,2,Humide,Non,418.7,,Risque
ZONE-1733,CZ790421,35.38326,-5.82816,Alluvial,Est,Industriel,10.0,8487,41.7,0.48,46.6,193.9,105.6,55.6,202,3,Mediterraneen,Non,,,Risque
ZONE-1734,CZ148848,34.60815,-5.17853,Rocheux,Est,Urbain,6.7,7295,38.2,1.35,418.1,138.2,79.8,53.2,166,2,Mediterraneen,Non,406.6,,Risque
ZONE-1735,CZ159739,34.8927,-5.1428,Rocheux,Nord,Mixte,8.7,8048,51.5,1.38,404.3,150.4,80.0,54.9,154,0,Mediterraneen,Non,405.8,RAS,Risque
ZONE-1736,CZ779379,34.65772,-5.17432,Rocheux,Nord,Agricole,11.1,6997,48.1,2.4,398.1,148.5,75.8,58.1,210,4,Mediterraneen,Non,398.1,RAS,Risque
ZONE-1737,CZ183562,35.57995,-4.5948,Argileux,Est,Industriel,6.5,9500,73.3,5.42,427.9,158.5,79.6,57.1,182,0,Mediterraneen,Oui,,RAS,Risque
ZONE-1738,CZ596327,35.74822,-4.544,Argileux,Est,Urbain,8.9,5819,58.2,4.65,404.8,107.1,57.8,58.6,180,4,Humide,Non,398.5,,Pas_de_risque
ZONE-1739,CZ580688,34.91969,-5.75867,Rocheux,Nord,Urbain,8.4,8401,40.5,2.2,440.8,113.7,73.0,45.8,159,3,Mediterraneen,Non,,RAS,Pas_de_risque
ZONE-1740,CZ190034,35.56547,-6.17877,Alluvial,Est,Industriel,9.2,6732,44.4,1.24,47.6,131.8,72.3,60.0,214,5,Mediterraneen,Oui,47.3,,Risque
ZONE-1741,CZ671350,34.44057,-5.30932,Argileux,Ouest,Foret,8.7,7083,62.8,6.08,433.8,149.5,95.1,64.1,199,2,Mediterraneen,Non,419.4,Drainage faible,Risque
ZONE-1742,CZ598338,34.96106,-6.47204,Rocheux,Sud,Industriel,11.1,4127,43.5,0.55,447.1,120.6,61.2,41.3,233,1,Humide,Non,454.8,Sol sature,Pas_de_risque
ZONE-1743,CZ636054,35.63381,-5.38922,Alluvial,Nord,Mixte,12.8,6097,41.9,0.92,49.7,172.0,100.7,59.1,183,5,Mediterraneen,Non,48.5,Zone humide,Risque
ZONE-1744,CZ178807,35.80334,-5.64141,Alluvial,Sud,Mixte,9.7,8423,50.4,0.98,47.3,121.2,67.9,54.6,208,2,Mediterraneen,Non,49.6,,Risque
ZONE-1745,CZ122474,35.33894,-5.9381,Argileux,Ouest,Agricole,10.3,6197,61.3,3.93,393.8,110.0,62.2,61.1,200,1,Humide,Non,381.1,,Risque
ZONE-1746,CZ779532,34.88961,-5.04764,Alluvial,Nord,Agricole,10.1,5701,37.7,0.76,47.1,107.6,53.2,58.6,167,2,Humide,Oui,43.3,RAS,Pas_de_risque
ZONE-1747,CZ366027,34.09962,-5.0165,Argileux,Nord,Industriel,11.5,8895,73.6,4.04,370.6,142.6,76.4,53.0,202,4,Mediterraneen,Non,360.6,Drainage faible,Risque
ZONE-1748,CZ271869,34.06014,-4.56068,Argileux,Ouest,Mixte,9.5,4540,74.2,4.86,384.2,134.3,74.2,52.3,154,1,Humide,Oui,383.0,Drainage faible,Risque
ZONE-1749,CZ149649,34.07346,-4.90207,Argileux,Nord,Agricole,6.9,5591,67.8,2.31,434.4,136.0,66.8,58.3,184,2,Mediterraneen,Non,421.5,Zone humide,Risque
ZONE-1750,CZ852798,34.81732,-4.84727,Argileux,Sud,Agricole,8.4,7361,62.7,2.75,393.4,172.4,95.8,55.6,183,1,Mediterraneen,Oui,385.0,Ruissellement important,Risque
ZONE-1751,CZ546624,35.9416,-5.06695,Argileux,Sud,Agricole,10.8,7455,75.4,6.22,398.3,163.5,87.1,41.0,247,2,Mediterraneen,Oui,379.0,Ruissellement important,Risque
ZONE-1752,CZ657258,35.19072,-6.05997,Argileux,Nord,Industriel,7.7,8113,87.5,5.72,421.2,137.8,65.3,60.2,157,1,Mediterraneen,Oui,416.2,,Risque
ZONE-1753,CZ653100,35.97077,-5.4174,Alluvial,Ouest,Urbain,8.8,7546,37.4,0.58,46.1,109.0,64.2,56.2,192,7,Mediterraneen,Oui,,Drainage faible,Risque
ZONE-1754,CZ978135,35.06718,-5.82776,Rocheux,Est,Agricole,7.4,7946,57.0,1.71,409.4,155.2,86.1,50.1,171,1,Mediterraneen,Non,395.8,RAS,Pas_de_risque
ZONE-1755,CZ394534,34.03526,-5.42585,Argileux,Est,Urbain,7.5,5557,58.9,4.77,385.6,164.0,94.2,45.8,228,2,Mediterraneen,Non,381.6,Ruissellement important,Risque
ZONE-1756,CZ984388,34.42163,-6.30135,Alluvial,Ouest,Mixte,4.9,8746,47.6,1.53,45.9,173.7,98.4,60.8,153,3,Mediterraneen,Non,,RAS,Risque
ZONE-1757,CZ314062,35.99311,-4.89495,Rocheux,Sud,Industriel,6.0,5383,51.6,1.45,391.3,126.2,78.9,37.8,161,4,Mediterraneen,Non,386.9,Drainage faible,Pas_de_risque
ZONE-1758,CZ673933,35.70072,-5.3675,Sableux,Est,Urbain,6.3,8040,57.3,4.1,210.6,111.9,70.4,,159,4,Mediterraneen,Non,205.2,RAS,Risque
ZONE-1759,CZ204794,35.35487,-4.50553,Sableux,Nord,Urbain,7.6,4803,62.4,2.48,240.3,140.2,65.3,59.1,151,4,Humide,Non,248.3,RAS,Pas_de_risque
ZONE-1760,CZ418629,35.50238,-6.19927,Alluvial,Ouest,Urbain,5.4,3932,43.0,0.53,41.6,95.0,55.9,60.4,150,1,Humide,Non,40.6,,Pas_de_risque
ZONE-1761,CZ380208,35.55515,-5.95697,Rocheux,Nord,Industriel,8.6,3382,36.8,0.41,402.6,148.4,80.9,,202,2,Mediterraneen,Non,400.3,Sol sature,Pas_de_risque
ZONE-1762,CZ183574,34.34126,-6.06051,Alluvial,Sud,Industriel,7.5,7951,32.4,1.24,49.5,133.5,72.0,53.3,151,5,Mediterraneen,Non,50.1,RAS,Risque
ZONE-1763,CZ259270,34.67268,-4.95413,Sableux,Est,Urbain,6.4,5247,64.3,3.43,222.6,138.1,68.3,43.0,88,2,Mediterraneen,Oui,213.1,,Pas_de_risque
ZONE-1764,CZ425144,34.4793,-4.6353,Rocheux,Ouest,Agricole,3.1,3116,40.0,1.4,380.8,85.2,49.4,62.0,146,2,Humide,Non,366.6,RAS,Pas_de_risque
ZONE-1765,CZ920916,34.01228,-5.23831,Rocheux,Ouest,Foret,8.6,4470,48.5,0.96,377.8,94.6,64.5,53.1,143,1,Mediterraneen,Non,378.9,,Pas_de_risque
ZONE-1766,CZ767826,34.96341,-4.99754,Argileux,Nord,Mixte,5.3,7427,85.4,3.87,411.7,149.1,80.5,56.6,202,1,Humide,Non,405.5,RAS,Risque
ZONE-1767,CZ995152,35.90362,-5.70859,Sableux,Nord,Agricole,6.0,7008,61.1,2.4,250.3,132.4,71.3,53.7,171,0,Mediterraneen,Non,250.0,Drainage faible,Risque
ZONE-1768,CZ781688,34.98018,-4.99786,Argileux,Nord,Urbain,6.7,8274,67.9,5.06,390.9,210.5,108.5,56.3,173,0,Mediterraneen,Non,372.6,RAS,Risque
ZONE-1769,CZ270655,35.87859,-5.173,Alluvial,Sud,Urbain,4.3,3589,33.7,1.54,48.6,116.4,74.1,,153,0,Humide,Oui,50.0,Sol sature,Pas_de_risque
ZONE-1770,CZ418342,35.37247,-5.19498,Alluvial,Sud,Industriel,9.9,9329,38.7,1.13,45.1,136.5,84.4,55.4,209,4,Mediterraneen,Non,45.4,RAS,Risque
ZONE-1771,CZ974805,35.98142,-5.2753,Rocheux,Ouest,Agricole,3.7,5414,43.3,1.89,390.5,130.6,74.3,62.3,170,2,Mediterraneen,Non,,RAS,Pas_de_risque
ZONE-1772,CZ301696,35.90711,-4.81037,Rocheux,Sud,Industriel,8.8,5162,55.8,0.68,393.8,162.0,90.3,49.6,221,2,Humide,Non,395.7,Sol sature,Pas_de_risque
ZONE-1773,CZ834404,35.65846,-5.29999,Alluvial,Est,Foret,7.3,4961,41.7,1.65,47.4,112.5,69.4,59.0,175,2,Humide,Non,44.4,RAS,Pas_de_risque
ZONE-1774,CZ209620,35.05703,-5.1162,Argileux,Nord,Foret,5.0,6913,54.4,5.17,348.6,143.3,74.5,50.6,175,2,Mediterraneen,Non,,RAS,Risque
ZONE-1775,CZ697942,34.87092,-6.49208,Argileux,Nord,Agricole,11.0,7326,58.1,3.42,403.1,120.5,68.0,76.5,162,2,Mediterraneen,Non,383.4,RAS,Risque
ZONE-1776,CZ890296,34.23143,-5.47814,Argileux,Est,Agricole,0.8,5776,51.7,5.06,386.1,104.0,65.8,58.4,117,1,Humide,Oui,375.7,Ruissellement important,Risque
ZONE-1777,CZ910487,34.87451,-6.00136,Sableux,Est,Foret,10.0,3282,59.5,2.3,230.7,95.1,61.8,53.3,119,2,Humide,Non,229.7,RAS,Pas_de_risque
ZONE-1778,CZ758878,35.02177,-5.72436,Argileux,Est,Industriel,7.5,9024,78.3,4.62,343.8,150.1,90.0,59.0,187,3,Mediterraneen,Non,335.6,RAS,Risque
ZONE-1779,CZ620971,35.15798,-5.29527,Rocheux,Ouest,Agricole,5.6,8104,49.0,0.81,409.3,151.2,76.9,51.1,133,0,Mediterraneen,Oui,402.0,RAS,Pas_de_risque
ZONE-1780,CZ696497,35.89292,-4.96951,Rocheux,Est,Industriel,5.2,8962,60.3,1.8,422.3,157.0,88.5,48.3,95,1,Mediterraneen,Non,,Sol sature,Pas_de_risque
ZONE-1781,CZ632491,34.79108,-5.82453,Sableux,Ouest,Agricole,4.4,4013,61.3,2.89,236.0,123.3,68.5,48.5,169,1,Humide,Non,224.2,,Risque
ZONE-1782,CZ311445,35.59484,-6.00559,Alluvial,Ouest,Foret,5.0,9008,32.2,0.94,43.1,127.0,61.7,59.8,154,4,Mediterraneen,Non,40.9,RAS,Risque
ZONE-1783,CZ395434,35.02293,-4.8234,Rocheux,Nord,,4.4,6382,44.1,1.07,384.3,151.6,87.0,60.6,207,0,Mediterraneen,Non,372.6,Zone humide,Pas_de_risque
ZONE-1784,CZ545278,35.77992,-5.56492,Sableux,Sud,Urbain,8.1,4715,70.2,1.66,217.1,141.0,77.2,59.3,187,1,Humide,Non,215.0,RAS,Pas_de_risque
ZONE-1785,CZ830505,35.26212,-4.98581,Argileux,Est,Mixte,7.2,5991,,3.47,390.5,124.9,69.3,55.9,191,1,Humide,Non,386.6,,Pas_de_risque
ZONE-1786,CZ405532,35.01975,-5.89516,Rocheux,Sud,Urbain,8.0,7382,39.9,1.2,403.4,138.5,79.1,,173,0,Mediterraneen,Oui,387.2,RAS,Risque
ZONE-1787,CZ968894,35.48816,-4.56835,Sableux,Nord,Mixte,8.6,6872,70.6,3.6,226.4,133.0,76.2,63.7,181,1,Mediterraneen,Non,215.5,Sol sature,Risque
ZONE-1788,CZ688236,34.40711,-6.06266,Alluvial,Ouest,Mixte,6.3,7466,34.6,1.06,47.4,154.7,82.8,67.9,165,2,Mediterraneen,Non,,Drainage faible,Pas_de_risque
ZONE-1789,CZ354745,34.10691,-5.88322,Sableux,Est,Foret,3.4,7362,64.0,2.19,252.5,149.0,78.0,59.5,198,2,Mediterraneen,Non,241.4,RAS,Pas_de_risque
ZONE-1790,CZ952932,35.04173,-4.54513,Rocheux,Est,Industriel,11.0,5574,48.4,1.21,389.7,84.9,61.7,52.8,189,6,Humide,Non,,Sol sature,Risque
ZONE-1791,CZ261339,35.56581,-5.76638,Rocheux,Sud,Mixte,13.0,7102,53.8,2.34,415.4,146.5,77.8,41.0,186,3,Mediterraneen,Non,402.1,Ruissellement important,Risque
ZONE-1792,CZ679940,34.28764,-4.84994,Sableux,Sud,Foret,11.4,7958,67.0,2.76,231.5,122.1,70.5,50.6,209,4,Mediterraneen,Non,226.1,,Risque
ZONE-1793,CZ880534,34.69089,-4.83371,Argileux,Est,Foret,10.8,4556,62.4,4.9,397.3,88.5,55.7,52.7,182,3,Humide,Non,394.8,RAS,Pas_de_risque
ZONE-1794,CZ232855,35.85481,-5.73391,Argileux,Nord,Foret,6.9,8319,61.2,,392.2,136.1,83.2,53.8,171,1,Mediterraneen,Non,385.7,Ruissellement important,Risque
ZONE-1795,CZ287272,35.67879,-4.76847,Rocheux,Ouest,Mixte,8.0,5099,50.8,1.2,416.8,143.6,73.4,53.1,149,1,Mediterraneen,Non,392.5,Sol sature,Pas_de_risque
ZONE-1796,CZ476024,35.47762,-5.00035,Alluvial,Est,Industriel,8.6,4570,38.3,1.13,50.9,163.5,92.1,44.4,189,2,Mediterraneen,Non,48.3,,Pas_de_risque
ZONE-1797,CZ885931,34.43082,-5.42474,Argileux,Sud,Industriel,7.7,6967,69.4,5.54,408.7,107.7,53.4,50.9,205,0,Humide,Non,389.9,,Risque
ZONE-1798,CZ695002,34.65622,-5.622,Rocheux,Sud,Foret,6.5,6000,48.1,1.73,387.6,97.2,61.2,62.7,229,1,Mediterraneen,Non,380.0,RAS,Pas_de_risque
ZONE-1799,CZ571916,35.653,-5.65379,Rocheux,Est,Agricole,11.0,4258,46.4,1.25,393.1,56.5,42.3,61.2,135,2,Humide,Non,387.2,Zone humide,Pas_de_risque
ZONE-1800,CZ678328,34.7198,-6.29975,Argileux,Sud,Industriel,7.2,5511,63.8,4.36,423.5,82.4,49.0,36.0,231,0,Humide,Non,420.6,RAS,Risque
ZONE-1801,CZ746637,34.66026,-5.18648,Argileux,Nord,Foret,9.5,2919,65.3,6.62,398.5,109.9,61.5,69.0,159,3,Humide,Oui,395.9,RAS,Risque
ZONE-1802,CZ595864,34.93712,-4.80923,Rocheux,Sud,Foret,6.6,8118,54.9,1.31,416.8,189.0,104.7,55.5,142,0,Mediterraneen,Oui,408.6,Ruissellement important,Risque
ZONE-1803,CZ892500,35.83798,-4.77134,Rocheux,Sud,Agricole,7.8,9500,38.7,1.19,410.1,146.7,85.4,44.2,188,1,Mediterraneen,Non,399.4,RAS,Risque
ZONE-1804,CZ717801,35.21269,-6.09883,Argileux,Sud,Agricole,4.5,7289,66.4,4.58,408.9,122.6,74.4,49.6,114,1,Mediterraneen,Non,398.5,Zone humide,Risque
ZONE-1805,CZ846732,34.77239,-5.20006,Argileux,Ouest,Agricole,3.7,6424,75.8,5.13,411.5,158.3,85.9,50.0,171,2,Mediterraneen,Oui,402.4,Ruissellement important,Risque
ZONE-1806,CZ735135,34.99207,-6.00785,Argileux,Nord,Urbain,3.4,7443,77.8,4.48,399.9,134.1,69.1,52.7,150,1,,Non,387.9,Ruissellement important,Pas_de_risque
ZONE-1807,CZ196265,34.09105,-5.41734,Sableux,Nord,Agricole,6.9,4502,59.6,2.94,246.8,115.2,68.5,77.3,167,3,Humide,Oui,239.0,RAS,Pas_de_risque
ZONE-1808,CZ776376,35.52479,-6.18525,Argileux,Ouest,Agricole,4.6,7532,65.4,4.91,412.0,211.2,106.3,57.6,144,3,Mediterraneen,Non,,RAS,Risque
ZONE-1809,CZ584689,34.72839,-5.49867,Argileux,Ouest,Foret,7.4,8683,66.2,5.1,393.5,119.6,63.5,56.0,171,3,Mediterraneen,Oui,385.4,Zone humide,Risque
ZONE-1810,CZ373129,34.57765,-5.97162,Alluvial,Ouest,Agricole,4.3,6105,46.2,1.36,46.9,136.0,72.3,51.9,170,2,Mediterraneen,Non,45.6,Sol sature,Pas_de_risque
ZONE-1811,CZ632815,35.9446,-6.11963,Sableux,Ouest,Industriel,11.6,6595,73.6,2.09,199.2,160.7,86.1,60.7,195,0,Mediterraneen,Oui,201.0,,Risque
ZONE-1812,CZ564990,34.80147,-5.54367,Argileux,Sud,Industriel,7.2,6541,57.5,6.54,396.9,81.5,54.2,54.9,161,1,Humide,Non,390.3,,Risque
ZONE-1813,CZ636296,34.89703,-5.43786,Argileux,Sud,Foret,8.0,8839,76.0,4.62,382.9,182.1,96.0,41.3,175,3,Mediterraneen,Non,376.4,Ruissellement important,Risque
ZONE-1814,CZ560143,35.87476,-6.47445,Sableux,Est,Agricole,7.2,7525,62.6,1.24,228.9,149.4,78.0,43.0,218,1,Mediterraneen,Non,,Sol sature,Risque
ZONE-1815,CZ658549,35.68525,-5.32638,Sableux,Sud,Urbain,8.7,6776,75.4,3.23,231.5,145.1,82.7,41.3,213,3,,Oui,,Sol sature,Risque
ZONE-1816,CZ210737,35.81137,-5.68766,Alluvial,Sud,Agricole,8.0,8872,52.0,1.06,46.6,139.7,76.3,49.7,178,0,Mediterraneen,Oui,43.0,Sol sature,Risque
ZONE-1817,CZ528591,35.81573,-5.20481,Rocheux,Est,Urbain,5.6,8080,49.7,2.15,417.1,134.3,66.6,45.8,175,1,Mediterraneen,Non,428.9,Sol sature,Pas_de_risque
ZONE-1818,CZ443521,35.21708,-5.81651,Rocheux,Nord,Urbain,3.5,6056,48.7,1.79,403.0,121.0,73.8,64.7,163,3,Mediterraneen,Non,,RAS,Pas_de_risque
ZONE-1819,CZ115438,34.35062,-6.32085,Argileux,Sud,Agricole,8.8,9119,66.4,5.55,372.6,151.0,80.2,39.9,173,4,Mediterraneen,Non,,RAS,Pas_de_risque
ZONE-1820,CZ165783,35.92468,-6.47034,Alluvial,Nord,Mixte,5.5,3987,32.9,1.12,48.9,107.2,67.4,51.3,129,1,Humide,Non,51.4,RAS,Pas_de_risque
ZONE-1821,CZ721391,34.03342,-5.50748,Alluvial,Sud,Industriel,5.2,4152,39.1,0.59,46.9,136.7,66.0,52.8,173,1,Humide,Non,48.3,Ruissellement important,Pas_de_risque
ZONE-1822,CZ268501,35.12876,-4.51387,Sableux,Sud,Agricole,5.1,4882,80.9,2.38,220.5,73.9,35.3,41.3,153,3,,Oui,225.4,Ruissellement important,Risque
ZONE-1823,CZ138441,35.38421,-5.99736,Rocheux,Est,Agricole,6.0,4429,48.5,2.64,397.8,130.2,67.4,50.1,185,2,Humide,Non,389.9,Sol sature,Risque
ZONE-1824,CZ662726,35.18395,-4.78748,Rocheux,Sud,,12.4,5874,41.1,1.43,382.9,100.9,49.3,43.7,162,4,Humide,Oui,380.1,RAS,Pas_de_risque
ZONE-1825,CZ911406,34.51565,-5.1203,Rocheux,Sud,Mixte,8.1,5442,37.6,2.34,390.7,134.8,66.7,57.1,219,2,Mediterraneen,Non,375.4,RAS,Pas_de_risque
ZONE-1826,CZ570908,35.41272,-6.47581,Rocheux,Ouest,Mixte,11.1,3579,61.6,1.34,399.3,107.8,65.0,53.1,249,4,Humide,Non,,RAS,Risque
ZONE-1827,CZ684141,35.15946,-6.20997,Sableux,Ouest,Agricole,10.7,6085,57.8,3.0,244.5,126.1,69.3,60.4,220,1,Humide,Non,,Sol sature,Pas_de_risque
ZONE-1828,CZ537160,35.28527,-6.3527,Sableux,Ouest,Urbain,7.4,4296,75.3,3.63,228.6,92.6,55.3,56.9,182,1,Humide,Non,220.1,Ruissellement important,Pas_de_risque
ZONE-1829,CZ193962,34.80425,-4.8877,Rocheux,Nord,Agricole,9.3,8364,43.5,1.42,373.2,122.8,76.7,53.2,170,2,Mediterraneen,Non,357.1,,Risque
ZONE-1830,CZ984732,34.27271,-5.2551,Argileux,Ouest,Urbain,12.8,8979,62.9,6.72,416.7,119.8,65.4,59.3,174,4,Mediterraneen,Oui,414.3,RAS,Risque
ZONE-1831,CZ307687,35.96438,-4.77597,Argileux,Sud,Agricole,5.7,5947,67.8,3.64,412.5,117.8,61.3,47.2,191,4,Humide,Non,404.4,Drainage faible,Risque
ZONE-1832,CZ955437,34.05638,-5.68343,Argileux,Sud,Foret,6.0,7872,75.6,5.43,392.0,146.2,80.9,47.8,166,1,Mediterraneen,Non,392.5,,Risque
ZONE-1833,CZ544843,34.11831,-4.96703,Argileux,Sud,Industriel,4.1,6470,71.5,5.47,373.4,195.9,104.6,45.8,105,0,Mediterraneen,Non,368.1,RAS,Risque
ZONE-1834,CZ822044,35.95847,-6.25139,Rocheux,Nord,Mixte,5.2,5106,43.4,2.06,409.8,136.2,78.0,55.3,155,1,Mediterraneen,Non,392.9,RAS,Pas_de_risque
ZONE-1835,CZ689522,34.02035,-5.27836,Sableux,Est,Foret,8.7,6423,56.2,2.97,242.8,154.4,90.6,53.7,163,2,Mediterraneen,Non,237.2,Zone humide,Risque
ZONE-1836,CZ678044,34.20225,-4.90064,Argileux,Ouest,Mixte,6.8,6665,71.2,5.03,381.4,122.0,71.2,61.9,133,2,Mediterraneen,Non,360.4,Zone humide,Pas_de_risque
ZONE-1837,CZ940345,35.24997,-6.12317,Alluvial,Nord,Mixte,11.4,7121,44.6,1.46,45.2,160.0,85.7,58.0,207,4,Mediterraneen,Oui,,,Pas_de_risque
ZONE-1838,CZ933790,34.81312,-6.37461,Rocheux,Sud,Foret,3.7,5388,51.7,2.54,374.7,139.8,71.8,53.2,92,2,Humide,Non,369.1,RAS,Pas_de_risque
